"","Name","Year","Gender","Count"
"1","Mary",1880,"F",7065
"219","John",1880,"F",46
"265","William",1880,"F",30
"299","James",1880,"F",22
"405","Charles",1880,"F",11
"410","Robert",1880,"F",11
"420","Joseph",1880,"F",10
"542","John",1880,"M",9655
"543","William",1880,"M",9532
"544","James",1880,"M",5927
"545","Charles",1880,"M",5348
"548","Joseph",1880,"M",2632
"551","Robert",1880,"M",2415
"559","David",1880,"M",869
"564","Richard",1880,"M",728
"587","Michael",1880,"M",354
"836","Mary",1880,"M",27
"1141","Mary",1881,"F",6919
"1412","William",1881,"F",30
"1428","John",1881,"F",26
"1442","James",1881,"F",24
"1487","Charles",1881,"F",17
"1563","Joseph",1881,"F",10
"1586","Robert",1881,"F",9
"1685","John",1881,"M",8769
"1686","William",1881,"M",8524
"1687","James",1881,"M",5442
"1689","Charles",1881,"M",4636
"1691","Joseph",1881,"M",2456
"1695","Robert",1881,"M",2140
"1702","David",1881,"M",750
"1706","Richard",1881,"M",641
"1738","Michael",1881,"M",298
"1963","Mary",1881,"M",29
"2259","Mary",1882,"F",8148
"2520","John",1882,"F",40
"2551","William",1882,"F",31
"2583","Charles",1882,"F",23
"2625","James",1882,"F",18
"2673","Robert",1882,"F",12
"2776","Joseph",1882,"F",6
"2823","John",1882,"M",9557
"2824","William",1882,"M",9298
"2825","James",1882,"M",5892
"2827","Charles",1882,"M",5092
"2829","Joseph",1882,"M",2670
"2832","Robert",1882,"M",2500
"2841","David",1882,"M",838
"2844","Richard",1882,"M",746
"2879","Michael",1882,"M",321
"3107","Mary",1882,"M",30
"3431","Mary",1883,"F",8012
"3691","John",1883,"F",40
"3692","William",1883,"F",40
"3753","James",1883,"F",25
"3800","Charles",1883,"F",18
"3816","Joseph",1883,"F",17
"3872","Robert",1883,"F",11
"3949","David",1883,"F",6
"4002","John",1883,"M",8894
"4003","William",1883,"M",8387
"4004","James",1883,"M",5224
"4005","Charles",1883,"M",4826
"4008","Joseph",1883,"M",2515
"4010","Robert",1883,"M",2334
"4021","David",1883,"M",735
"4022","Richard",1883,"M",649
"4056","Michael",1883,"M",307
"4272","Mary",1883,"M",32
"4599","Mary",1884,"F",9217
"4880","John",1884,"F",40
"4903","William",1884,"F",34
"4905","James",1884,"F",33
"4979","Charles",1884,"F",19
"5090","Joseph",1884,"F",9
"5133","Robert",1884,"F",7
"5195","John",1884,"M",9388
"5196","William",1884,"M",8897
"5197","James",1884,"M",5693
"5199","Charles",1884,"M",4802
"5201","Joseph",1884,"M",2708
"5204","Robert",1884,"M",2469
"5215","David",1884,"M",761
"5217","Richard",1884,"M",749
"5245","Michael",1884,"M",373
"5470","Mary",1884,"M",36
"5812","Mary",1885,"F",9128
"6087","John",1885,"F",45
"6126","William",1885,"F",33
"6161","James",1885,"F",26
"6177","Charles",1885,"F",24
"6254","Joseph",1885,"F",14
"6288","Robert",1885,"F",11
"6396","David",1885,"F",5
"6424","John",1885,"M",8756
"6425","William",1885,"M",8044
"6426","James",1885,"M",5175
"6428","Charles",1885,"M",4599
"6430","Joseph",1885,"M",2540
"6432","Robert",1885,"M",2322
"6445","David",1885,"M",712
"6449","Richard",1885,"M",672
"6470","Michael",1885,"M",370
"6681","Mary",1885,"M",38
"7062","Mary",1886,"F",9890
"7341","John",1886,"F",48
"7387","William",1886,"F",35
"7414","James",1886,"F",29
"7447","Charles",1886,"F",22
"7491","Robert",1886,"F",16
"7604","Joseph",1886,"F",8
"7611","Richard",1886,"F",8
"7697","John",1886,"M",9026
"7698","William",1886,"M",8252
"7699","James",1886,"M",5355
"7701","Charles",1886,"M",4533
"7703","Joseph",1886,"M",2594
"7704","Robert",1886,"M",2444
"7719","Richard",1886,"M",720
"7720","David",1886,"M",674
"7749","Michael",1886,"M",348
"7979","Mary",1886,"M",32
"8340","Mary",1887,"F",9888
"8610","John",1887,"F",56
"8636","William",1887,"F",44
"8677","Charles",1887,"F",33
"8748","James",1887,"F",19
"8801","Joseph",1887,"F",13
"8856","David",1887,"F",9
"8899","Robert",1887,"F",8
"8923","Richard",1887,"F",7
"8981","John",1887,"M",8110
"8982","William",1887,"M",7470
"8983","James",1887,"M",4768
"8985","Charles",1887,"M",4031
"8987","Joseph",1887,"M",2456
"8991","Robert",1887,"M",2125
"9002","David",1887,"M",673
"9005","Richard",1887,"M",622
"9028","Michael",1887,"M",345
"9211","Mary",1887,"M",47
"9607","Mary",1888,"F",11754
"9913","John",1888,"F",52
"9932","James",1888,"F",45
"9939","William",1888,"F",42
"9991","Charles",1888,"F",28
"10051","Robert",1888,"F",19
"10059","Joseph",1888,"F",18
"10188","Richard",1888,"F",8
"10277","John",1888,"M",9248
"10278","William",1888,"M",8705
"10279","James",1888,"M",5562
"10281","Charles",1888,"M",4591
"10283","Joseph",1888,"M",2993
"10284","Robert",1888,"M",2815
"10297","David",1888,"M",801
"10302","Richard",1888,"M",772
"10322","Michael",1888,"M",466
"10516","Mary",1888,"M",50
"10950","Mary",1889,"F",11648
"11266","John",1889,"F",52
"11273","William",1889,"F",46
"11344","Charles",1889,"F",28
"11357","James",1889,"F",26
"11443","Robert",1889,"F",14
"11540","Joseph",1889,"F",7
"11618","Richard",1889,"F",5
"11620","John",1889,"M",8548
"11621","William",1889,"M",7772
"11622","James",1889,"M",5020
"11624","Charles",1889,"M",4199
"11626","Joseph",1889,"M",2729
"11628","Robert",1889,"M",2513
"11641","David",1889,"M",757
"11643","Richard",1889,"M",711
"11670","Michael",1889,"M",377
"11874","Mary",1889,"M",41
"12280","Mary",1890,"F",12078
"12597","John",1890,"F",56
"12656","William",1890,"F",34
"12662","James",1890,"F",33
"12678","Charles",1890,"F",30
"12815","Robert",1890,"F",12
"12831","Joseph",1890,"F",11
"12979","John",1890,"M",8502
"12980","William",1890,"M",7494
"12981","James",1890,"M",5097
"12983","Charles",1890,"M",4061
"12985","Joseph",1890,"M",2670
"12986","Robert",1890,"M",2541
"13003","Richard",1890,"M",744
"13004","David",1890,"M",731
"13026","Michael",1890,"M",394
"13257","Mary",1890,"M",35
"13657","Mary",1891,"F",11703
"13980","William",1891,"F",50
"13995","John",1891,"F",44
"14044","James",1891,"F",31
"14051","Charles",1891,"F",29
"14206","Joseph",1891,"F",11
"14242","Robert",1891,"F",9
"14349","John",1891,"M",7681
"14350","William",1891,"M",6763
"14351","James",1891,"M",4516
"14353","Charles",1891,"M",3640
"14355","Joseph",1891,"M",2572
"14356","Robert",1891,"M",2240
"14374","David",1891,"M",673
"14375","Richard",1891,"M",609
"14403","Michael",1891,"M",333
"14599","Mary",1891,"M",39
"15016","Mary",1892,"F",13173
"15349","John",1892,"F",54
"15376","William",1892,"F",44
"15428","Charles",1892,"F",29
"15471","James",1892,"F",22
"15519","Robert",1892,"F",17
"15556","Joseph",1892,"F",13
"15649","Richard",1892,"F",7
"15707","David",1892,"F",5
"15731","John",1892,"M",9039
"15732","William",1892,"M",7782
"15733","James",1892,"M",5398
"15735","Charles",1892,"M",4319
"15737","Joseph",1892,"M",3064
"15738","Robert",1892,"M",2711
"15754","David",1892,"M",813
"15757","Richard",1892,"M",802
"15789","Michael",1892,"M",380
"15975","Mary",1892,"M",50
"16437","Mary",1893,"F",12784
"16754","John",1893,"F",61
"16840","William",1893,"F",32
"16874","Joseph",1893,"F",26
"16893","Charles",1893,"F",23
"16896","James",1893,"F",23
"16950","Robert",1893,"F",17
"17090","David",1893,"F",6
"17145","John",1893,"M",8049
"17146","William",1893,"M",7223
"17147","James",1893,"M",5028
"17149","Charles",1893,"M",3723
"17150","Joseph",1893,"M",2997
"17152","Robert",1893,"M",2563
"17170","Richard",1893,"M",732
"17171","David",1893,"M",724
"17193","Michael",1893,"M",407
"17373","Mary",1893,"M",55
"17826","Mary",1894,"F",13151
"18161","John",1894,"F",60
"18238","William",1894,"F",34
"18277","Charles",1894,"F",26
"18281","James",1894,"F",25
"18312","Robert",1894,"F",21
"18330","Joseph",1894,"F",17
"18533","John",1894,"M",8238
"18534","William",1894,"M",7274
"18535","James",1894,"M",5110
"18537","Charles",1894,"M",3788
"18538","Joseph",1894,"M",2977
"18540","Robert",1894,"M",2497
"18557","Richard",1894,"M",808
"18561","David",1894,"M",729
"18583","Michael",1894,"M",423
"18779","Mary",1894,"M",48
"19231","Mary",1895,"F",13446
"19565","John",1895,"F",61
"19626","William",1895,"F",40
"19649","James",1895,"F",34
"19683","Charles",1895,"F",27
"19718","Joseph",1895,"F",23
"19742","Robert",1895,"F",20
"19900","Richard",1895,"F",7
"19938","David",1895,"F",5
"19967","John",1895,"M",8321
"19968","William",1895,"M",7277
"19969","James",1895,"M",5335
"19971","Charles",1895,"M",3633
"19973","Joseph",1895,"M",2992
"19974","Robert",1895,"M",2635
"19997","Richard",1895,"M",727
"19998","David",1895,"M",707
"20018","Michael",1895,"M",413
"20223","Mary",1895,"M",47
"20684","Mary",1896,"F",13811
"21046","John",1896,"F",50
"21067","William",1896,"F",44
"21147","James",1896,"F",28
"21149","Robert",1896,"F",28
"21176","Joseph",1896,"F",24
"21291","Charles",1896,"F",10
"21344","David",1896,"F",7
"21415","Richard",1896,"F",5
"21424","John",1896,"M",8139
"21425","William",1896,"M",7747
"21426","James",1896,"M",5207
"21428","Charles",1896,"M",3639
"21429","Joseph",1896,"M",3051
"21431","Robert",1896,"M",2719
"21449","Richard",1896,"M",833
"21451","David",1896,"M",765
"21476","Michael",1896,"M",400
"21663","Mary",1896,"M",57
"22142","Mary",1897,"F",13413
"22525","John",1897,"F",46
"22577","William",1897,"F",32
"22582","James",1897,"F",30
"22648","Charles",1897,"F",20
"22649","Joseph",1897,"F",20
"22664","Robert",1897,"F",18
"22810","Michael",1897,"F",7
"22811","Richard",1897,"F",7
"22887","John",1897,"M",7550
"22888","William",1897,"M",7199
"22889","James",1897,"M",5113
"22891","Charles",1897,"M",3341
"22892","Joseph",1897,"M",2827
"22894","Robert",1897,"M",2701
"22915","David",1897,"M",730
"22917","Richard",1897,"M",702
"22943","Michael",1897,"M",368
"23095","Mary",1897,"M",63
"23603","Mary",1898,"F",14406
"23974","John",1898,"F",55
"24018","William",1898,"F",41
"24073","James",1898,"F",29
"24106","Joseph",1898,"F",23
"24138","Charles",1898,"F",19
"24203","Richard",1898,"F",13
"24214","Robert",1898,"F",12
"24331","David",1898,"F",5
"24361","John",1898,"M",8159
"24362","William",1898,"M",7400
"24363","James",1898,"M",5321
"24365","Charles",1898,"M",3557
"24366","Joseph",1898,"M",3171
"24367","Robert",1898,"M",2932
"24386","Richard",1898,"M",873
"24390","David",1898,"M",815
"24412","Michael",1898,"M",434
"24609","Mary",1898,"M",50
"25101","Mary",1899,"F",13172
"25503","John",1899,"F",40
"25575","James",1899,"F",27
"25592","Charles",1899,"F",23
"25601","William",1899,"F",23
"25627","Joseph",1899,"F",19
"25637","Robert",1899,"F",18
"25856","Richard",1899,"F",5
"25862","John",1899,"M",6990
"25863","William",1899,"M",6086
"25864","James",1899,"M",4598
"25866","Charles",1899,"M",3147
"25867","Joseph",1899,"M",2679
"25868","Robert",1899,"M",2609
"25889","Richard",1899,"M",744
"25893","David",1899,"M",647
"25912","Michael",1899,"M",375
"26096","Mary",1899,"M",50
"26573","Mary",1900,"F",16707
"26998","John",1900,"F",46
"27005","William",1900,"F",44
"27011","James",1900,"F",41
"27075","Charles",1900,"F",28
"27104","Robert",1900,"F",24
"27186","Joseph",1900,"F",14
"27252","David",1900,"F",9
"27379","John",1900,"M",9829
"27380","William",1900,"M",8578
"27381","James",1900,"M",7245
"27383","Charles",1900,"M",4101
"27384","Robert",1900,"M",3823
"27385","Joseph",1900,"M",3714
"27402","Richard",1900,"M",1142
"27410","David",1900,"M",885
"27429","Michael",1900,"M",497
"27611","Mary",1900,"M",75
"28177","Mary",1901,"F",13136
"28594","John",1901,"F",39
"28628","William",1901,"F",32
"28634","James",1901,"F",30
"28682","Charles",1901,"F",23
"28741","Robert",1901,"F",16
"28752","Joseph",1901,"F",14
"28834","Richard",1901,"F",8
"28953","John",1901,"M",6899
"28954","William",1901,"M",5990
"28955","James",1901,"M",4735
"28957","Charles",1901,"M",3049
"28958","Joseph",1901,"M",2766
"28959","Robert",1901,"M",2543
"28978","Richard",1901,"M",784
"28982","David",1901,"M",672
"29004","Michael",1901,"M",384
"29183","Mary",1901,"M",58
"29678","Mary",1902,"F",14486
"30115","John",1902,"F",38
"30155","James",1902,"F",30
"30182","Charles",1902,"F",25
"30190","William",1902,"F",25
"30221","Robert",1902,"F",21
"30356","Joseph",1902,"F",8
"30424","Richard",1902,"F",6
"30463","John",1902,"M",7907
"30464","William",1902,"M",6616
"30465","James",1902,"M",5592
"30467","Charles",1902,"M",3361
"30468","Robert",1902,"M",3180
"30469","Joseph",1902,"M",3098
"30488","Richard",1902,"M",908
"30493","David",1902,"M",761
"30510","Michael",1902,"M",460
"30710","Mary",1902,"M",56
"31211","Mary",1903,"F",14275
"31638","John",1903,"F",41
"31665","William",1903,"F",35
"31705","James",1903,"F",28
"31751","Charles",1903,"F",19
"31805","Joseph",1903,"F",13
"31810","Robert",1903,"F",13
"31956","Richard",1903,"F",6
"32003","John",1903,"M",7608
"32004","William",1903,"M",6311
"32005","James",1903,"M",5480
"32007","Charles",1903,"M",3212
"32008","Joseph",1903,"M",3121
"32009","Robert",1903,"M",3044
"32028","Richard",1903,"M",863
"32035","David",1903,"M",716
"32049","Michael",1903,"M",466
"32232","Mary",1903,"M",63
"32766","Mary",1904,"F",14962
"33213","John",1904,"F",40
"33279","James",1904,"F",27
"33291","William",1904,"F",25
"33292","Charles",1904,"F",24
"33332","Joseph",1904,"F",18
"33376","Robert",1904,"F",13
"33453","Richard",1904,"F",8
"33579","John",1904,"M",8108
"33580","William",1904,"M",6416
"33581","James",1904,"M",5855
"33583","Robert",1904,"M",3414
"33584","Charles",1904,"M",3406
"33585","Joseph",1904,"M",3291
"33602","Richard",1904,"M",957
"33609","David",1904,"M",817
"33628","Michael",1904,"M",462
"33829","Mary",1904,"M",58
"34360","Mary",1905,"F",16067
"34802","John",1905,"F",43
"34837","James",1905,"F",35
"34873","William",1905,"F",28
"34905","Charles",1905,"F",22
"34908","Joseph",1905,"F",22
"34912","Robert",1905,"F",21
"35084","David",1905,"F",7
"35182","John",1905,"M",8060
"35183","William",1905,"M",6496
"35184","James",1905,"M",6042
"35186","Charles",1905,"M",3608
"35187","Robert",1905,"M",3410
"35188","Joseph",1905,"M",3302
"35203","Richard",1905,"M",1034
"35213","David",1905,"M",838
"35226","Michael",1905,"M",514
"35420","Mary",1905,"M",68
"35967","Mary",1906,"F",16370
"36421","John",1906,"F",43
"36447","James",1906,"F",37
"36487","William",1906,"F",28
"36504","Charles",1906,"F",24
"36523","Joseph",1906,"F",21
"36558","Robert",1906,"F",16
"36667","David",1906,"F",8
"36685","Richard",1906,"F",8
"36788","Michael",1906,"F",5
"36800","John",1906,"M",8264
"36801","William",1906,"M",6567
"36802","James",1906,"M",5908
"36804","Robert",1906,"M",3635
"36805","Charles",1906,"M",3607
"36806","Joseph",1906,"M",3527
"36822","Richard",1906,"M",1084
"36830","David",1906,"M",878
"36845","Michael",1906,"M",531
"37024","Mary",1906,"M",76
"37590","Mary",1907,"F",17580
"37990","John",1907,"F",65
"38045","James",1907,"F",45
"38116","William",1907,"F",29
"38146","Robert",1907,"F",22
"38158","Charles",1907,"F",20
"38242","Joseph",1907,"F",12
"38257","David",1907,"F",11
"38282","Richard",1907,"F",10
"38443","John",1907,"M",8983
"38444","William",1907,"M",6905
"38445","James",1907,"M",6707
"38447","Robert",1907,"M",4020
"38448","Charles",1907,"M",3884
"38449","Joseph",1907,"M",3844
"38464","Richard",1907,"M",1236
"38473","David",1907,"M",946
"38490","Michael",1907,"M",586
"38694","Mary",1907,"M",70
"39270","Mary",1908,"F",18666
"39695","John",1908,"F",58
"39740","William",1908,"F",45
"39792","James",1908,"F",32
"39799","Charles",1908,"F",30
"39820","Robert",1908,"F",26
"39854","Joseph",1908,"F",21
"40090","Richard",1908,"F",6
"40136","John",1908,"M",9342
"40137","William",1908,"M",7528
"40138","James",1908,"M",7012
"40140","Robert",1908,"M",4220
"40141","Joseph",1908,"M",4162
"40142","Charles",1908,"M",3929
"40158","Richard",1908,"M",1244
"40165","David",1908,"M",1017
"40179","Michael",1908,"M",689
"40371","Mary",1908,"M",79
"40984","Mary",1909,"F",19259
"41402","John",1909,"F",67
"41438","James",1909,"F",52
"41505","William",1909,"F",35
"41533","Joseph",1909,"F",30
"41537","Charles",1909,"F",29
"41562","Robert",1909,"F",25
"41760","David",1909,"F",7
"41780","Michael",1909,"F",7
"41785","Richard",1909,"F",7
"41870","John",1909,"M",9591
"41871","William",1909,"M",7914
"41872","James",1909,"M",7594
"41874","Robert",1909,"M",4563
"41875","Joseph",1909,"M",4348
"41876","Charles",1909,"M",4030
"41890","Richard",1909,"M",1427
"41898","David",1909,"M",1094
"41916","Michael",1909,"M",635
"42115","Mary",1909,"M",80
"42715","Mary",1910,"F",22848
"43108","John",1910,"F",88
"43164","James",1910,"F",63
"43248","William",1910,"F",37
"43270","Charles",1910,"F",32
"43285","Joseph",1910,"F",29
"43290","Robert",1910,"F",29
"43477","David",1910,"F",9
"43487","Michael",1910,"F",9
"43489","Richard",1910,"F",9
"43649","John",1910,"M",11450
"43650","James",1910,"M",9195
"43651","William",1910,"M",8844
"43652","Robert",1910,"M",5610
"43654","Joseph",1910,"M",5228
"43655","Charles",1910,"M",4785
"43669","Richard",1910,"M",1654
"43678","David",1910,"M",1258
"43693","Michael",1910,"M",844
"43886","Mary",1910,"M",99
"44538","Mary",1911,"F",24390
"44979","James",1911,"F",69
"44983","John",1911,"F",68
"45032","William",1911,"F",50
"45074","Charles",1911,"F",40
"45079","Robert",1911,"F",39
"45125","Joseph",1911,"F",28
"45293","Richard",1911,"F",11
"45323","David",1911,"F",9
"45376","Michael",1911,"F",7
"45464","John",1911,"M",13445
"45465","William",1911,"M",10593
"45466","James",1911,"M",9951
"45468","Robert",1911,"M",6526
"45469","Joseph",1911,"M",6488
"45470","Charles",1911,"M",5725
"45483","Richard",1911,"M",2030
"45490","David",1911,"M",1556
"45501","Michael",1911,"M",1159
"45723","Mary",1911,"M",98
"46362","Mary",1912,"F",32303
"46776","John",1912,"F",112
"46832","James",1912,"F",81
"46839","William",1912,"F",78
"46854","Charles",1912,"F",67
"46864","Robert",1912,"F",64
"46922","Joseph",1912,"F",44
"47021","Richard",1912,"F",23
"47092","David",1912,"F",16
"47232","Michael",1912,"F",8
"47367","John",1912,"M",24587
"47368","William",1912,"M",19625
"47369","James",1912,"M",17644
"47370","Robert",1912,"M",12837
"47371","Joseph",1912,"M",12062
"47373","Charles",1912,"M",11070
"47385","Richard",1912,"M",4188
"47395","David",1912,"M",2858
"47408","Michael",1912,"M",2104
"47707","Mary",1912,"M",118
"48358","Mary",1913,"F",36641
"48776","John",1913,"F",122
"48825","James",1913,"F",95
"48828","William",1913,"F",94
"48866","Robert",1913,"F",72
"48923","Charles",1913,"F",49
"48956","Joseph",1913,"F",38
"49054","Richard",1913,"F",22
"49147","David",1913,"F",13
"49175","Michael",1913,"F",12
"49399","John",1913,"M",29329
"49400","William",1913,"M",23537
"49401","James",1913,"M",20831
"49402","Robert",1913,"M",15682
"49403","Joseph",1913,"M",14471
"49405","Charles",1913,"M",13189
"49417","Richard",1913,"M",5107
"49427","David",1913,"M",3282
"49438","Michael",1913,"M",2607
"49762","Mary",1913,"M",126
"50429","Mary",1914,"F",45344
"50821","John",1914,"F",169
"50903","James",1914,"F",107
"50919","William",1914,"F",97
"50949","Robert",1914,"F",80
"50961","Charles",1914,"F",75
"50971","Joseph",1914,"F",69
"51103","Richard",1914,"F",30
"51166","David",1914,"F",21
"51225","Michael",1914,"F",16
"51514","John",1914,"M",37948
"51515","William",1914,"M",29756
"51516","James",1914,"M",26263
"51517","Robert",1914,"M",21188
"51518","Joseph",1914,"M",18828
"51520","Charles",1914,"M",16938
"51530","Richard",1914,"M",6669
"51542","David",1914,"M",4251
"51553","Michael",1914,"M",3363
"51921","Mary",1914,"M",127
"52573","Mary",1915,"F",58187
"52981","John",1915,"F",200
"53022","James",1915,"F",155
"53060","William",1915,"F",129
"53079","Robert",1915,"F",116
"53104","Charles",1915,"F",101
"53154","Joseph",1915,"F",69
"53242","Richard",1915,"F",39
"53274","David",1915,"F",31
"53443","Michael",1915,"F",14
"53713","John",1915,"M",47577
"53714","William",1915,"M",38563
"53715","James",1915,"M",33776
"53716","Robert",1915,"M",28738
"53717","Joseph",1915,"M",23050
"53719","Charles",1915,"M",21959
"53727","Richard",1915,"M",9144
"53743","David",1915,"M",5395
"53755","Michael",1915,"M",4083
"54122","Mary",1915,"M",159
"54828","Mary",1916,"F",61437
"55224","John",1916,"F",227
"55284","James",1916,"F",166
"55318","William",1916,"F",136
"55335","Charles",1916,"F",123
"55338","Robert",1916,"F",122
"55409","Joseph",1916,"F",77
"55485","Richard",1916,"F",43
"55581","David",1916,"F",25
"55658","Michael",1916,"F",18
"55988","John",1916,"M",50046
"55989","William",1916,"M",40421
"55990","James",1916,"M",35569
"55991","Robert",1916,"M",31741
"55992","Joseph",1916,"M",23884
"55993","Charles",1916,"M",23613
"56002","Richard",1916,"M",10133
"56015","David",1916,"M",5813
"56031","Michael",1916,"M",4210
"56402","Mary",1916,"M",164
"57125","Mary",1917,"F",64280
"57512","John",1917,"F",253
"57567","James",1917,"F",182
"57590","Robert",1917,"F",168
